epoch,loss_total,loss_data,loss_physics,loss_ic,param_0,param_1
0,15.191073417663574,2.480085611343384,1.0586748123168945,11.652313232421875,0.25,0.25
1,13.912663459777832,2.156278371810913,0.8203554749488831,10.936029434204102,0.25,0.25
2,13.246673583984375,1.9953558444976807,0.7138359546661377,10.537482261657715,0.25,0.25
3,12.819091796875,1.904768466949463,0.6646260023117065,10.2496976852417,0.25,0.25
4,12.413259506225586,1.7983630895614624,0.5963430404663086,10.018553733825684,0.25,0.25
5,11.894214630126953,1.6922754049301147,0.5366203784942627,9.665318489074707,0.25,0.25
6,11.396265983581543,1.5803720951080322,0.46535956859588623,9.350534439086914,0.25,0.25
7,10.920197486877441,1.4653573036193848,0.3888709545135498,9.065969467163086,0.25,0.25
8,10.461560249328613,1.357109546661377,0.32450976967811584,8.779940605163574,0.25,0.25
9,9.989179611206055,1.2506372928619385,0.2624794840812683,8.476062774658203,0.25,0.25
10,9.568302154541016,1.1512460708618164,0.20880670845508575,8.20824909210205,0.25,0.25
11,9.188016891479492,1.0609558820724487,0.15866054594516754,7.968400478363037,0.25,0.25
12,8.742655754089355,0.9710450172424316,0.11744966357946396,7.654160976409912,0.25,0.25
13,8.338862419128418,0.8913389444351196,0.08041287213563919,7.367110729217529,0.25,0.25
14,8.001729965209961,0.8236578702926636,0.057876840233802795,7.120194911956787,0.25,0.25
15,7.666849136352539,0.7595261335372925,0.03957100212574005,6.8677520751953125,0.25,0.25
16,7.3446831703186035,0.7034674882888794,0.02931181900203228,6.611903667449951,0.25,0.25
17,7.078088283538818,0.657923698425293,0.026934796944260597,6.393229961395264,0.25,0.25
18,6.826834678649902,0.6184775233268738,0.031886130571365356,6.17647123336792,0.25,0.25
19,6.58870267868042,0.5859060883522034,0.04278229549527168,5.960014343261719,0.25,0.25
20,6.379300594329834,0.5615647435188293,0.05989693105220795,5.757838726043701,0.25,0.25
21,6.194850921630859,0.5439012050628662,0.08212027698755264,5.568829536437988,0.25,0.25
22,6.036369800567627,0.5322489142417908,0.10961487144231796,5.394505977630615,0.25,0.25
23,5.889762878417969,0.525070309638977,0.14034172892570496,5.224350929260254,0.25,0.25
24,5.760320663452148,0.5221050977706909,0.17179523408412933,5.066420555114746,0.25,0.25
