epoch,loss_total,loss_data,loss_physics,loss_ic,param_0,param_1
0,15.674077987670898,2.603762626647949,1.145828366279602,11.924487113952637,4.0,4.0039864
1,14.472904205322266,2.3051059246063232,0.9305697679519653,11.237228393554688,4.002947,4.007054
2,13.768208503723145,2.14680814743042,0.8221690058708191,10.79923152923584,4.005561,4.010179
3,13.291657447814941,2.036438465118408,0.7599732875823975,10.495245933532715,4.0084457,4.0132804
4,12.810361862182617,1.918307900428772,0.6816432476043701,10.210410118103027,4.0113683,4.0163975
5,12.35279369354248,1.7993518114089966,0.6025493741035461,9.950892448425293,4.014336,4.019579
6,11.91094970703125,1.6803699731826782,0.5348787903785706,9.695700645446777,4.017367,4.0228596
7,11.345035552978516,1.5531089305877686,0.4468393623828888,9.345087051391602,4.020485,4.02622
8,10.867403030395508,1.4349539279937744,0.3696197271347046,9.06282901763916,4.0237236,4.029672
9,10.362396240234375,1.3227901458740234,0.3034498989582062,8.736156463623047,4.027091,4.033224
10,9.89254379272461,1.2173796892166138,0.24305692315101624,8.432106971740723,4.030595,4.036889
11,9.460494995117188,1.1169451475143433,0.18787705898284912,8.155673027038574,4.03424,4.040673
12,9.009904861450195,1.0190523862838745,0.13819098472595215,7.8526611328125,4.038028,4.044579
13,8.585914611816406,0.9320216774940491,0.09852161258459091,7.555371284484863,4.0419607,4.0486073
14,8.22929859161377,0.8560034036636353,0.06800524145364761,7.305290222167969,4.046029,4.0527534
15,7.8661699295043945,0.7845030426979065,0.04597407579421997,7.0356926918029785,4.0501995,4.0569987
16,7.5325212478637695,0.7232769131660461,0.029550975188612938,6.779693603515625,4.054375,4.061299
17,7.2407121658325195,0.6738134622573853,0.022498665377497673,6.544400215148926,4.058318,4.06557
18,6.962428569793701,0.6300169825553894,0.018090546131134033,6.314321041107178,4.061447,4.0696163
19,6.71204948425293,0.5940432548522949,0.019680241122841835,6.098326206207275,4.063012,4.073065
20,6.4773712158203125,0.5665512084960938,0.023820161819458008,5.88700008392334,4.062784,4.075397
21,6.269254207611084,0.5461035370826721,0.031581271439790726,5.6915693283081055,4.061168,4.076206
22,6.075552940368652,0.5330366492271423,0.040948331356048584,5.501567840576172,4.0586343,4.0755305
23,5.905526638031006,0.526028573513031,0.051201362162828445,5.328296661376953,4.055484,4.0737085
24,5.745446681976318,0.5242601633071899,0.061712298542261124,5.1594743728637695,4.05189,4.0710573
25,5.607346057891846,0.5278412103652954,0.07181005924940109,5.007694721221924,4.0479565,4.0678034
26,5.475888252258301,0.5350226163864136,0.08232787251472473,4.858537673950195,4.0437512,4.064099
27,5.357812404632568,0.5448544025421143,0.0908399224281311,4.722117900848389,4.039318,4.060045
28,5.248588562011719,0.5559868812561035,0.0979728102684021,4.594628810882568,4.0346913,4.0557094
29,5.146386623382568,0.5663532018661499,0.10536711663007736,4.474666118621826,4.029899,4.051144
30,5.047828674316406,0.5747449994087219,0.11122902482748032,4.361854553222656,4.024966,4.04639
31,4.952348709106445,0.577984631061554,0.1166430413722992,4.257720947265625,4.0199175,4.0414824
32,4.856520652770996,0.5718539357185364,0.12065987288951874,4.16400671005249,4.014783,4.0364556
33,4.754982948303223,0.5564752817153931,0.12324409931898117,4.075263500213623,4.0095983,4.0313516
34,4.650591850280762,0.5299038290977478,0.12626267969608307,3.9944252967834473,4.0044155,4.0262194
35,4.573267936706543,0.4986623525619507,0.13794226944446564,3.9366631507873535,3.999297,4.021127
36,4.606808662414551,0.4571799635887146,0.21237966418266296,3.937248945236206,3.9943907,4.016201
37,4.573371410369873,0.4525772035121918,0.23781000077724457,3.882984161376953,3.9896238,4.0114093
38,4.24053955078125,0.4133567810058594,0.12814383208751678,3.6990387439727783,3.9851723,4.0069146
39,4.2516984939575195,0.394195556640625,0.15733766555786133,3.7001655101776123,3.981113,4.0027866
40,4.092556953430176,0.3792347013950348,0.134639710187912,3.5786826610565186,3.9773479,3.9989445
41,4.021335601806641,0.3632347583770752,0.1310379058122635,3.5270631313323975,3.9739254,3.9954474
42,3.918761968612671,0.34937044978141785,0.11106396466493607,3.458327531814575,3.9708898,3.9923358
43,3.8257877826690674,0.33453264832496643,0.1002155989408493,3.3910396099090576,3.9681926,3.9895828
44,3.7620980739593506,0.31989338994026184,0.1066136360168457,3.3355910778045654,3.9658313,3.9872088
45,3.6729073524475098,0.3099638521671295,0.08601361513137817,3.2769298553466797,3.9638011,3.9851942
46,3.6175637245178223,0.29939642548561096,0.08882828056812286,3.2293388843536377,3.9621015,3.9835413
47,3.5461273193359375,0.2890160083770752,0.08294374495744705,3.1741676330566406,3.9607358,3.9822767
48,3.4860548973083496,0.2824550271034241,0.07561174780130386,3.12798810005188,3.9596844,3.9813793
49,3.4393482208251953,0.27847883105278015,0.0788470059633255,3.0820224285125732,3.9589179,3.9808059
50,3.4009668827056885,0.2706140875816345,0.08846385776996613,3.041888952255249,3.9584615,3.9805815
51,3.37410569190979,0.271249920129776,0.10219127684831619,3.000664472579956,3.9582505,3.980648
52,3.3321123123168945,0.26622483134269714,0.1044488176703453,2.9614386558532715,3.9583044,3.9810195
53,3.266544818878174,0.2653914988040924,0.08037218451499939,2.920781135559082,3.958581,3.981642
54,3.2033019065856934,0.26349127292633057,0.06173710525035858,2.8780734539031982,3.9590735,3.982493
55,3.1857333183288574,0.25736334919929504,0.08044056594371796,2.8479294776916504,3.9598167,3.983604
56,3.1327285766601562,0.25653907656669617,0.06729254871606827,2.808897018432617,3.9607773,3.9849358
57,3.089242935180664,0.25202855467796326,0.06190255284309387,2.7753119468688965,3.9619598,3.986491
58,3.06607985496521,0.24881400167942047,0.07319406419992447,2.7440717220306396,3.9633667,3.9882667
59,3.0163350105285645,0.24732378125190735,0.0578727200627327,2.7111384868621826,3.9649696,3.990227
60,2.989861249923706,0.2471047043800354,0.06130098178982735,2.681455612182617,3.9667451,3.992329
61,2.9475057125091553,0.2451065182685852,0.052658941596746445,2.649740219116211,3.968685,3.9945555
62,2.917252779006958,0.24247713387012482,0.05520736053586006,2.619568347930908,3.9707825,3.9968987
63,2.8836305141448975,0.238983616232872,0.05469198524951935,2.5899548530578613,3.9730299,3.9993463
64,2.853623867034912,0.23890754580497742,0.05651607736945152,2.5582001209259033,3.9754186,4.0018845
65,2.820199966430664,0.23580273985862732,0.055438101291656494,2.528959035873413,3.9779472,4.004507
66,2.7955124378204346,0.23499755561351776,0.059817902743816376,2.500696897506714,3.980606,4.0071983
67,2.771505355834961,0.23128017783164978,0.06762644648551941,2.4725987911224365,3.9833884,4.0099616
68,2.751704692840576,0.23364070057868958,0.07447810471057892,2.4435858726501465,3.9862633,4.0127673
69,2.7319753170013428,0.22891898453235626,0.08699620515108109,2.416060209274292,3.989244,4.015621
70,2.6993722915649414,0.2311621755361557,0.07970472425222397,2.388505458831787,3.9922965,4.0185037
71,2.6563100814819336,0.2244332730770111,0.07254444062709808,2.359332323074341,3.9954464,4.021454
72,2.635538101196289,0.22697903215885162,0.07614648342132568,2.3324124813079834,3.9986498,4.0244136
73,2.600719690322876,0.21975620090961456,0.07675916701555252,2.304204225540161,4.0019417,4.027442
74,2.5644102096557617,0.220340758562088,0.06760632246732712,2.276463031768799,4.00529,4.030496
75,2.534959554672241,0.21652929484844208,0.06931604444980621,2.2491142749786377,4.008692,4.033597
76,2.508246660232544,0.21635596454143524,0.06980966776609421,2.222080945968628,4.0121408,4.036728
77,2.476024866104126,0.21095877885818481,0.07097426056861877,2.194091796875,4.0156455,4.0399127
78,2.4499847888946533,0.21331384778022766,0.06804350018501282,2.1686275005340576,4.0191736,4.0431204
79,2.417438268661499,0.20557276904582977,0.07077446579933167,2.1410911083221436,4.0227585,4.0463886
80,2.3895795345306396,0.20841681957244873,0.06679131835699081,2.1143712997436523,4.026368,4.049673
81,2.3623456954956055,0.20451416075229645,0.06890363246202469,2.088927984237671,4.0300074,4.052995
82,2.3354897499084473,0.20072297751903534,0.07225163280963898,2.0625152587890625,4.033682,4.056365
83,2.307950973510742,0.2021062672138214,0.06977520883083344,2.036069631576538,4.0373635,4.059753
84,2.2810378074645996,0.19590280950069427,0.07522348314523697,2.00991153717041,4.0410767,4.0631824
85,2.257354259490967,0.1991690695285797,0.07367509603500366,1.984510064125061,4.044786,4.0666065
86,2.2315638065338135,0.18949595093727112,0.08330052345991135,1.958767294883728,4.048526,4.0700827
87,2.208744764328003,0.19659043848514557,0.08000607788562775,1.9321483373641968,4.052234,4.073536
88,2.1876230239868164,0.18296146392822266,0.09885893762111664,1.9058027267456055,4.0559764,4.0770497
89,2.1696484088897705,0.19393576681613922,0.09719041734933853,1.878522276878357,4.0596757,4.0805235
90,2.163910388946533,0.17684851586818695,0.1357579082250595,1.8513039350509644,4.063405,4.084082
91,2.1412739753723145,0.19743894040584564,0.1178368404507637,1.8259981870651245,4.0670724,4.0875506
92,2.126509189605713,0.16962359845638275,0.15176425874233246,1.8051213026046753,4.070785,4.091126
93,2.1489570140838623,0.20331396162509918,0.16920721530914307,1.7764358520507812,4.0743747,4.0945725
94,2.0657999515533447,0.16491897404193878,0.15526224672794342,1.7456188201904297,4.0780177,4.0981174
95,2.045302391052246,0.17673203349113464,0.14716489613056183,1.7214053869247437,4.0815926,4.101636
96,1.9806787967681885,0.1761665642261505,0.11139889061450958,1.6931133270263672,4.085107,4.105101
97,1.9564266204833984,0.16266971826553345,0.13142094016075134,1.662335991859436,4.088661,4.108605
98,1.9229695796966553,0.17052939534187317,0.11246146261692047,1.6399787664413452,4.092172,4.112066
99,1.8878297805786133,0.15541116893291473,0.12145648896694183,1.610962152481079,4.0957265,4.1155686
100,1.8561632633209229,0.15730096399784088,0.11536533385515213,1.5834969282150269,4.09931,4.1190815
101,1.8266351222991943,0.16946077346801758,0.0986122190952301,1.558562159538269,4.1028404,4.1225433
102,1.7936123609542847,0.15546093881130219,0.10835724323987961,1.5297942161560059,4.106373,4.126027
103,1.7693591117858887,0.15099158883094788,0.11162923276424408,1.506738305091858,4.109934,4.1295276
104,1.73581862449646,0.15231484174728394,0.10532109439373016,1.4781826734542847,4.113505,4.1330333
105,1.7113137245178223,0.15262703597545624,0.10297801345586777,1.4557087421417236,4.117053,4.13654
106,1.6851105690002441,0.15039977431297302,0.10403283685445786,1.4306780099868774,4.1205773,4.1400304
107,1.6608567237854004,0.14429804682731628,0.10906761884689331,1.4074910879135132,4.1241136,4.143546
108,1.6312580108642578,0.14751878380775452,0.10279512405395508,1.3809441328048706,4.1276197,4.1470623
109,1.6022038459777832,0.1419820636510849,0.10149284452199936,1.3587290048599243,4.13111,4.1506042
110,1.5692007541656494,0.14283716678619385,0.09399930387735367,1.3323643207550049,4.13457,4.1541324
111,1.546783447265625,0.13826526701450348,0.10023622959852219,1.3082820177078247,4.1380086,4.1576767
112,1.5170555114746094,0.13611331582069397,0.0970599427819252,1.2838822603225708,4.1414223,4.1612353
113,1.4905848503112793,0.13584406673908234,0.09510229527950287,1.2596384286880493,4.1448,4.1647863
114,1.4673889875411987,0.13166022300720215,0.10023506730794907,1.2354936599731445,4.1481633,4.1683598
115,1.4416329860687256,0.13305607438087463,0.09805075079202652,1.2105262279510498,4.151494,4.1719174
116,1.4169788360595703,0.12722927331924438,0.10231831669807434,1.1874312162399292,4.1548104,4.175512
117,1.394077181816101,0.1304369866847992,0.09975866228342056,1.163881540298462,4.1580844,4.179081
118,1.3689535856246948,0.12370902299880981,0.10277805477380753,1.1424665451049805,4.161357,4.182669
119,1.347484827041626,0.12640166282653809,0.10160796344280243,1.119475245475769,4.1646066,4.1862297
120,1.3242770433425903,0.12136859446763992,0.10581929236650467,1.097089171409607,4.1678443,4.1898274
121,1.3020908832550049,0.12399999052286148,0.10351163148880005,1.0745792388916016,4.171055,4.193412
122,1.2802423238754272,0.12011431902647018,0.10782692581415176,1.052301049232483,4.1742616,4.1970134
123,1.2622816562652588,0.11895376443862915,0.11214831471443176,1.0311795473098755,4.1774507,4.2006073
124,1.2467384338378906,0.1198912113904953,0.11516286432743073,1.0116844177246094,4.1806297,4.204193
125,1.2365607023239136,0.11411392688751221,0.12815088033676147,0.9942958950996399,4.183794,4.207801
126,1.221888542175293,0.12310680001974106,0.12000252306461334,0.9787792563438416,4.1869297,4.211388
127,1.199079990386963,0.10853592306375504,0.12551862001419067,0.9650254249572754,4.190078,4.215029
128,1.1760733127593994,0.12491927295923233,0.10633616894483566,0.944817841053009,4.193167,4.2185917
129,1.1591771841049194,0.10558478534221649,0.13319750130176544,0.9203948974609375,4.1963058,4.2222495
130,1.1427960395812988,0.1305442899465561,0.114505335688591,0.8977463841438293,4.19937,4.2257433
131,1.127305030822754,0.10208327323198318,0.1421632617712021,0.8830585479736328,4.2024927,4.229356
132,1.1325793266296387,0.1306111067533493,0.13749167323112488,0.8644765019416809,4.2055264,4.232812
133,1.0947502851486206,0.10035721212625504,0.14532126486301422,0.8490718007087708,4.208633,4.236315
134,1.0679230690002441,0.11323866993188858,0.12442511320114136,0.8302592635154724,4.2116923,4.239807
135,1.051581859588623,0.11032988131046295,0.12989436089992523,0.8113576769828796,4.2147336,4.2432246
136,1.0142948627471924,0.098812036216259,0.12500685453414917,0.7904760241508484,4.217816,4.246709
137,1.0001330375671387,0.1103740856051445,0.11519527435302734,0.7745636105537415,4.220859,4.250168
138,0.9852941632270813,0.10155581682920456,0.12490541487932205,0.7588329315185547,4.2239013,4.253593
139,0.9610293507575989,0.10297763347625732,0.11861199885606766,0.7394397258758545,4.226939,4.2570353
140,0.9403005838394165,0.10042156279087067,0.11468427628278732,0.7251947522163391,4.2299647,4.260507
141,0.9277006387710571,0.100154809653759,0.11693572998046875,0.7106100916862488,4.2329946,4.2639318
142,0.9063361883163452,0.10184478014707565,0.11202608048915863,0.6924653053283691,4.2360044,4.267354
143,0.8915285468101501,0.09680911898612976,0.11476124823093414,0.679958164691925,4.238996,4.270813
144,0.8762897253036499,0.10154378414154053,0.11061755567789078,0.6641284227371216,4.24199,4.2742357
145,0.8598293662071228,0.0955420657992363,0.11711087077856064,0.6471764445304871,4.244965,4.2776623
146,0.8440334796905518,0.09888826310634613,0.11097928136587143,0.6341659426689148,4.247925,4.2810826
