epoch,loss_total,loss_data,loss_physics,loss_ic,param_0,param_1
0,14.529752731323242,2.3188369274139404,0.9395577311515808,11.271357536315918,0.25,0.25
1,13.524765014648438,2.07121205329895,0.7661803364753723,10.687372207641602,0.25,0.25
2,12.855795860290527,1.9064708948135376,0.6511120796203613,10.298213005065918,0.25,0.25
3,12.391416549682617,1.7980303764343262,0.5889033675193787,10.00448226928711,0.25,0.25
4,11.888616561889648,1.6860148906707764,0.5255628824234009,9.67703914642334,0.25,0.25
5,11.465808868408203,1.5892517566680908,0.47016364336013794,9.406394004821777,0.25,0.25
6,11.044158935546875,1.485334873199463,0.40242651104927063,9.156397819519043,0.25,0.25
7,10.641300201416016,1.3792402744293213,0.3360041677951813,8.926055908203125,0.25,0.25
8,10.184410095214844,1.2770015001296997,0.27448469400405884,8.63292407989502,0.25,0.25
9,9.704309463500977,1.1817729473114014,0.22224491834640503,8.300292015075684,0.25,0.25
10,9.317469596862793,1.0913013219833374,0.17555491626262665,8.050613403320312,0.25,0.25
11,8.883203506469727,0.999802827835083,0.12917916476726532,7.754221439361572,0.25,0.25
12,8.519169807434082,0.9213564395904541,0.09827195852994919,7.499541759490967,0.25,0.25
13,8.152202606201172,0.8491643667221069,0.06441174447536469,7.238626956939697,0.25,0.25
14,7.787522315979004,0.783456563949585,0.04462611675262451,6.959439754486084,0.25,0.25
15,7.4919352531433105,0.7243518829345703,0.03122488595545292,6.736358642578125,0.25,0.25
16,7.188713073730469,0.6727510094642639,0.026874694973230362,6.489087104797363,0.25,0.25
17,6.925364971160889,0.6299898028373718,0.028854837641119957,6.2665205001831055,0.25,0.25
18,6.692315578460693,0.5963881611824036,0.03896386921405792,6.0569634437561035,0.25,0.25
19,6.46929407119751,0.5681613087654114,0.051893364638090134,5.849239349365234,0.25,0.25
20,6.273443698883057,0.5469797849655151,0.07343243807554245,5.653031349182129,0.25,0.25
21,6.09848690032959,0.5322863459587097,0.09996307641267776,5.466237545013428,0.25,0.25
22,5.937207221984863,0.5223581194877625,0.12622220814228058,5.2886271476745605,0.25,0.25
23,5.80003547668457,0.5165801048278809,0.15357762575149536,5.12987756729126,0.25,0.25
24,5.672133445739746,0.5134986639022827,0.18238171935081482,4.976253032684326,0.25,0.25
25,5.548450469970703,0.5101167559623718,0.2040966898202896,4.834237098693848,0.25,0.25
26,5.437112331390381,0.5040470361709595,0.21743066608905792,4.715634822845459,0.25,0.25
27,5.322710037231445,0.49318912625312805,0.219209685921669,4.610311031341553,0.25,0.25
28,5.178196430206299,0.4807778596878052,0.21149545907974243,4.4859232902526855,0.25,0.25
29,5.01612663269043,0.46589982509613037,0.1803792417049408,4.369847774505615,0.25,0.25
30,4.838071346282959,0.45248812437057495,0.14503996074199677,4.240543365478516,0.25,0.25
31,4.685762882232666,0.4388287365436554,0.11771958321332932,4.129214763641357,0.25,0.25
32,4.571704387664795,0.4266591966152191,0.11156515777111053,4.033480167388916,0.25,0.25
33,4.460605144500732,0.40575146675109863,0.10789252817630768,3.9469611644744873,0.25,0.25
34,4.342557430267334,0.39902713894844055,0.09089510887861252,3.852635145187378,0.25,0.25
35,4.223144054412842,0.3714596629142761,0.0841740146279335,3.767510175704956,0.25,0.25
36,4.10496711730957,0.3562426269054413,0.06917194277048111,3.6795525550842285,0.25,0.25
37,3.9851770401000977,0.3360244333744049,0.07076451182365417,3.578388214111328,0.25,0.25
38,3.8887581825256348,0.32280346751213074,0.06786979734897614,3.498084783554077,0.25,0.25
39,3.800938129425049,0.312644362449646,0.06216748431324959,3.42612624168396,0.25,0.25
40,3.7098548412323,0.29878851771354675,0.06707923859357834,3.343986988067627,0.25,0.25
41,3.6220874786376953,0.29182490706443787,0.06117074191570282,3.269091844558716,0.25,0.25
42,3.5508995056152344,0.2847882807254791,0.061657924205064774,3.204453229904175,0.25,0.25
43,3.4708690643310547,0.27725011110305786,0.057942889630794525,3.135676145553589,0.25,0.25
44,3.4006197452545166,0.27246734499931335,0.05584513396024704,3.0723073482513428,0.25,0.25
45,3.3297410011291504,0.26588869094848633,0.05402261018753052,3.0098297595977783,0.25,0.25
46,3.260324001312256,0.26370543241500854,0.04659831151366234,2.9500203132629395,0.25,0.25
47,3.2015528678894043,0.2568962574005127,0.051977358758449554,2.892679214477539,0.25,0.25
48,3.1390883922576904,0.2517378628253937,0.049611691385507584,2.8377387523651123,0.25,0.25
49,3.0751283168792725,0.24821992218494415,0.041915278881788254,2.7849931716918945,0.25,0.25
50,3.0192947387695312,0.2436429262161255,0.041918374598026276,2.7337334156036377,0.25,0.25
51,2.964010000228882,0.23898136615753174,0.038992952555418015,2.686035633087158,0.25,0.25
52,2.915242910385132,0.23480501770973206,0.03948786109685898,2.6409499645233154,0.25,0.25
53,2.8633666038513184,0.23248350620269775,0.03647509962320328,2.5944080352783203,0.25,0.25
54,2.821495532989502,0.2258840650320053,0.04310737922787666,2.552504062652588,0.25,0.25
55,2.7851450443267822,0.22856901586055756,0.04639095440506935,2.5101850032806396,0.25,0.25
56,2.775541305541992,0.22296030819416046,0.0756712555885315,2.476909637451172,0.25,0.25
57,2.7598624229431152,0.23148657381534576,0.07768014818429947,2.450695753097534,0.2501882,0.2501882
58,2.7278146743774414,0.21612396836280823,0.08815585821866989,2.423534870147705,0.25043958,0.2504408
59,2.6324732303619385,0.2120635062456131,0.05166900157928467,2.3687407970428467,0.25073162,0.2506992
60,2.6111536026000977,0.21685974299907684,0.07955849170684814,2.3147354125976562,0.25104177,0.2508928
61,2.5517196655273438,0.20609150826931,0.06515313684940338,2.28047513961792,0.25134015,0.25102097
62,2.4889025688171387,0.2001001089811325,0.05000940337777138,2.238793134689331,0.2516245,0.25098568
63,2.4642434120178223,0.2039717584848404,0.055851805955171585,2.2044198513031006,0.25188723,0.25083724
64,2.4051923751831055,0.18750323355197906,0.0525558777153492,2.165133237838745,0.2520785,0.25074512
65,2.365025281906128,0.18593642115592957,0.04889208450913429,2.1301968097686768,0.2522117,0.25072524
66,2.3282365798950195,0.18149609863758087,0.0502658486366272,2.0964746475219727,0.2523215,0.25078857
67,2.281247138977051,0.17600348591804504,0.0436997227370739,2.0615439414978027,0.2524136,0.2509108
68,2.2470273971557617,0.17077837884426117,0.04733875393867493,2.0289101600646973,0.2524988,0.25109786
69,2.205573558807373,0.16810257732868195,0.04131877049803734,1.9961521625518799,0.2526096,0.251339
70,2.1698691844940186,0.16357538104057312,0.04271698370575905,1.9635769128799438,0.25278345,0.2516107
71,2.1328301429748535,0.15967334806919098,0.04069764167070389,1.9324592351913452,0.25301677,0.25187337
72,2.0947535037994385,0.15709207952022552,0.03860222548246384,1.8990592956542969,0.25331178,0.25205326
73,2.0633420944213867,0.15445929765701294,0.03975565358996391,1.8691271543502808,0.25364202,0.2521825
74,2.027864456176758,0.150133416056633,0.0394560806453228,1.8382748365402222,0.25399965,0.25228715
75,1.9994568824768066,0.14648593962192535,0.04437469318509102,1.8085962533950806,0.25439003,0.25233942
76,1.9684096574783325,0.14425326883792877,0.044608429074287415,1.779547929763794,0.25480622,0.25232306
77,1.9401108026504517,0.14102119207382202,0.05001821368932724,1.7490713596343994,0.25523385,0.25226787
78,1.9126832485198975,0.1387028694152832,0.05147967115044594,1.7225006818771362,0.25568038,0.25224
79,1.8916447162628174,0.13594657182693481,0.06190997734665871,1.6937881708145142,0.2561417,0.2521994
80,1.8842480182647705,0.13560356199741364,0.07820292562246323,1.6704415082931519,0.25661415,0.25220957
81,1.8953180313110352,0.13304558396339417,0.11900463700294495,1.6432678699493408,0.25709185,0.25225186
82,1.868892788887024,0.13569356501102448,0.09657277911901474,1.6366264820098877,0.25757888,0.25237796
83,1.863845705986023,0.1300918012857437,0.11357200890779495,1.620181918144226,0.25807405,0.2525864
84,1.8235310316085815,0.13099704682826996,0.09447845816612244,1.5980554819107056,0.25858006,0.25281477
85,1.7610399723052979,0.12652650475502014,0.09252475947141647,1.541988730430603,0.25909466,0.25312302
86,1.7435842752456665,0.12316176295280457,0.09527283161878586,1.5251497030258179,0.2596086,0.25347808
87,1.7144471406936646,0.12367375195026398,0.08958527445793152,1.5011881589889526,0.26012397,0.25382343
88,1.677899956703186,0.12128870189189911,0.08927851170301437,1.4673327207565308,0.2606242,0.25419328
89,1.6568418741226196,0.11770688742399216,0.0969950333237648,1.442139983177185,0.26109985,0.2546024
90,1.6214407682418823,0.11684867739677429,0.08645467460155487,1.4181374311447144,0.26153493,0.25502774
91,1.5986552238464355,0.1147439181804657,0.0892752856016159,1.3946360349655151,0.26194584,0.25545648
92,1.5678342580795288,0.11128395795822144,0.0888354480266571,1.3677148818969727,0.26235124,0.25587046
93,1.5419095754623413,0.10945960134267807,0.08881881833076477,1.3436311483383179,0.26274273,0.25629508
94,1.5176284313201904,0.10815903544425964,0.08872293680906296,1.3207464218139648,0.26309907,0.25672746
95,1.4887077808380127,0.10694506019353867,0.08620640635490417,1.2955563068389893,0.26344627,0.25713834
96,1.4690617322921753,0.10517256706953049,0.089823417365551,1.2740657329559326,0.26380676,0.2575174
97,1.43894362449646,0.1040073111653328,0.08443351835012436,1.2505028247833252,0.2641649,0.2578811
98,1.423236608505249,0.10351940244436264,0.08976899832487106,1.2299481630325317,0.26449925,0.25823882
99,1.4004790782928467,0.1033056303858757,0.08925475180149078,1.207918643951416,0.26481494,0.25858063
100,1.3888217210769653,0.10426139086484909,0.09641669690608978,1.1881436109542847,0.2651152,0.25885677
101,1.3732248544692993,0.10557466745376587,0.10142070800065994,1.166229486465454,0.2654136,0.25910467
102,1.3668619394302368,0.10932812094688416,0.10949184745550156,1.1480419635772705,0.26569518,0.25933903
103,1.321347951889038,0.10077731311321259,0.09802892059087753,1.1225416660308838,0.26596802,0.25955275
104,1.2866004705429077,0.09556079655885696,0.08475128561258316,1.1062884330749512,0.26623237,0.2597294
105,1.269113302230835,0.09471718221902847,0.09332048892974854,1.081075668334961,0.26649353,0.25988108
106,1.2547204494476318,0.09747716784477234,0.09103602170944214,1.0662072896957397,0.26675048,0.2600168
107,1.2226769924163818,0.09144551306962967,0.0924137756228447,1.0388176441192627,0.26701352,0.2601485
108,1.198371410369873,0.09220114350318909,0.08627626299858093,1.019894003868103,0.267285,0.26024804
109,1.1831741333007812,0.09188683331012726,0.0925474464893341,0.9987398386001587,0.26755455,0.26032284
110,1.1561853885650635,0.08949048072099686,0.08928129822015762,0.9774135947227478,0.26782343,0.26039296
111,1.1363444328308105,0.08911879360675812,0.0879368856549263,0.9592887759208679,0.2680975,0.26045662
112,1.120640754699707,0.08873526751995087,0.09317251294851303,0.938732922077179,0.26838169,0.26049453
113,1.0993731021881104,0.08813940733671188,0.08695018291473389,0.9242834448814392,0.26864496,0.26051086
114,1.081507682800293,0.08651290088891983,0.09357307851314545,0.9014216661453247,0.2689171,0.2605212
115,1.065239667892456,0.08631264418363571,0.08947353065013885,0.8894535303115845,0.269189,0.26053056
116,1.047279953956604,0.08499119430780411,0.09407631307840347,0.8682124018669128,0.26945803,0.26051226
117,1.0340524911880493,0.08485662192106247,0.08891582489013672,0.8602800369262695,0.2697215,0.26046863
118,1.0180628299713135,0.08400774002075195,0.09443546831607819,0.8396196365356445,0.26999816,0.26039067
