d_value,final_loss,converged_epoch,gt_par_index,rec_par_index,same_region,L_mae,U_mae,T_mae,L_mre,U_mre,T_mre,gt_morse_str,rec_morse_str
50.0,73.75080871582031,285,752,357,False,0.5020983599005828,2.303950359354716,1.8813839035169424,0.429076447068837,0.3605058554825547,0.3928210602506093,"{""poset"":[[],[],[3],[]],""annotations"":[[""FP { 2, 0 }""],[""FP { 2, 2 }""],[""FC""],[""FP { 1, 2 }""]]}","{""poset"":[[],[]],""annotations"":[[""FP { 2, 0 }""],[""FP { 2, 2 }""]]}"
