traj_id,t,x0,x1,ic0,ic1,data_type
0,0.0,1.335626370866422,3.936672936148769,1.335626370866422,3.936672936148769,piecewise
0,0.02512562814070352,1.3272989692550043,3.8638096063765506,1.335626370866422,3.936672936148769,piecewise
0,0.05025125628140704,1.3191775863924744,3.7927489051720373,1.335626370866422,3.936672936148769,piecewise
0,0.07537688442211056,1.3112581299951345,3.7234550257577346,1.335626370866422,3.936672936148769,piecewise
0,0.10050251256281408,1.3035355148361967,3.655883473275131,1.335626370866422,3.936672936148769,piecewise
0,0.1256281407035176,1.2960040811409095,3.589984725670013,1.335626370866422,3.936672936148769,piecewise
0,0.15075376884422112,1.2886594465349857,3.525720437922187,1.335626370866422,3.936672936148769,piecewise
0,0.17587939698492464,1.2814970706240092,3.463050882362561,1.335626370866422,3.936672936148769,piecewise
0,0.20100502512562815,1.2745124188600392,3.4019363824776923,1.335626370866422,3.936672936148769,piecewise
0,0.22613065326633167,1.2677010768148476,3.3423383127809365,1.335626370866422,3.936672936148769,piecewise
0,0.2512562814070352,1.26105873290505,3.284218947660316,1.335626370866422,3.936672936148769,piecewise
0,0.2763819095477387,1.2545812153232785,3.227541784519916,1.335626370866422,3.936672936148769,piecewise
0,0.30150753768844224,1.248264400078035,3.1722707391444556,1.335626370866422,3.936672936148769,piecewise
0,0.32663316582914576,1.2421043116674386,3.1183710265772278,1.335626370866422,3.936672936148769,piecewise
0,0.35175879396984927,1.2360970515774565,3.065808535491932,1.335626370866422,3.936672936148769,piecewise
0,0.3768844221105528,1.23023885259243,3.0145503034004224,1.335626370866422,3.936672936148769,piecewise
0,0.4020100502512563,1.2245259972352605,2.964563803018398,1.335626370866422,3.936672936148769,piecewise
0,0.4271356783919598,1.2189548634453289,2.9158173419393076,1.335626370866422,3.936672936148769,piecewise
0,0.45226130653266333,1.2135219725638289,2.868280482497771,1.335626370866422,3.936672936148769,piecewise
0,0.47738693467336685,1.2082239309151352,2.8219235306165973,1.335626370866422,3.936672936148769,piecewise
0,0.5025125628140704,1.2030573458957246,2.776716801599307,1.335626370866422,3.936672936148769,piecewise
0,0.5276381909547739,1.198018953867374,2.732631739173587,1.335626370866422,3.936672936148769,piecewise
0,0.5527638190954774,1.1931055836581925,2.689640596131595,1.335626370866422,3.936672936148769,piecewise
0,0.577889447236181,1.1883141267129556,2.647716173150541,1.335626370866422,3.936672936148769,piecewise
0,0.6030150753768845,1.183641552142265,2.6068319504702417,1.335626370866422,3.936672936148769,piecewise
0,0.628140703517588,1.1790849171676157,2.5669621792856425,1.335626370866422,3.936672936148769,piecewise
0,0.6532663316582915,1.1746413513947827,2.528081744141679,1.335626370866422,3.936672936148769,piecewise
0,0.678391959798995,1.1703080366151266,2.490165986198172,1.335626370866422,3.936672936148769,piecewise
0,0.7035175879396985,1.1660822398230124,2.4531909921265505,1.335626370866422,3.936672936148769,piecewise
0,0.7286432160804021,1.161961301894617,2.4171334950513756,1.335626370866422,3.936672936148769,piecewise
0,0.7537688442211056,1.1579426013707141,2.381970557655942,1.335626370866422,3.936672936148769,piecewise
0,0.7788944723618091,1.1540235914311467,2.3476798957025458,1.335626370866422,3.936672936148769,piecewise
0,0.8040201005025126,1.1502018036974226,2.31423991130454,1.335626370866422,3.936672936148769,piecewise
0,0.8291457286432161,1.146474834175908,2.2816295699316926,1.335626370866422,3.936672936148769,piecewise
0,0.8542713567839196,1.1428403409029952,2.2498283798058263,1.335626370866422,3.936672936148769,piecewise
0,0.8793969849246231,1.1392960415902722,2.2188163712964393,1.335626370866422,3.936672936148769,piecewise
0,0.9045226130653267,1.1358397112696914,2.188574076316346,1.335626370866422,3.936672936148769,piecewise
0,0.9296482412060302,1.132469178537918,2.159082495460376,1.335626370866422,3.936672936148769,piecewise
0,0.9547738693467337,1.1291823141477926,2.1303229981826326,1.335626370866422,3.936672936148769,piecewise
