epoch,loss_total,loss_data,loss_physics,loss_ic,L_0_0,L_1_0,L_0_1,L_1_1,U_0_0,U_1_0,U_0_1,U_1_1,T_0_0,T_1_0,T_0_1,T_1_1,d_0_0,d_1_0,d_0_1,d_1_1
10,5.46140193939209,0.18990787863731384,5.0747389793396,0.19675473868846893,0.9891553521156311,0.989155113697052,0.989129364490509,0.9891318082809448,2.9892189502716064,2.9892148971557617,2.9673898220062256,2.989187717437744,1.9973022937774658,1.996938943862915,1.9782589673995972,1.9969090223312378,4.033490180969238,4.03186559677124,3.9668476581573486,4.03183126449585
11,5.5691704750061035,0.2024233043193817,5.175790786743164,0.19095668196678162,0.9881953597068787,0.98819500207901,0.9881611466407776,0.9881656765937805,2.9882724285125732,2.988267660140991,2.964486598968506,2.988234281539917,1.997180700302124,1.996793508529663,1.976322889328003,1.9967553615570068,4.036971092224121,4.035223484039307,3.9634485244750977,4.03518009185791
12,5.584444522857666,0.2021423876285553,5.2013092041015625,0.18099327385425568,0.987240195274353,0.9872395992279053,0.9871966242790222,0.9872034788131714,2.9873335361480713,2.9873275756835938,2.961594581604004,2.9872875213623047,1.9971249103546143,1.996719241142273,1.9743940830230713,1.9966727495193481,4.040666580200195,4.038823127746582,3.9598400592803955,4.038773059844971
13,4.993706226348877,0.16590875387191772,4.646810054779053,0.180987149477005,0.9862922430038452,0.9862913489341736,0.9862365126609802,0.986246645450592,2.986403465270996,2.9863967895507812,2.95871639251709,2.9863479137420654,1.9971039295196533,1.9966943264007568,1.9724740982055664,1.9966371059417725,4.044478893280029,4.042590618133545,3.956129789352417,4.042531490325928
14,4.706275939941406,0.14664782583713531,4.403374195098877,0.15625396370887756,0.985352635383606,0.9853512048721313,0.9852808117866516,0.9852962493896484,2.9854838848114014,2.985476016998291,2.95585298538208,2.985416889190674,1.9971044063568115,1.9966962337493896,1.9705634117126465,1.9966254234313965,4.048366546630859,4.046457290649414,3.952357292175293,4.046385765075684
15,4.376843452453613,0.1308104544878006,4.112914562225342,0.13311882317066193,0.9844232201576233,0.9844211339950562,0.9843299388885498,0.9843537211418152,2.9845759868621826,2.9845664501190186,2.9530060291290283,2.984494686126709,1.9971137046813965,1.9966955184936523,1.9686625003814697,1.9966073036193848,4.0522918701171875,4.0503363609313965,3.9485607147216797,4.050246715545654
16,4.143709182739258,0.12598824501037598,3.8957765102386475,0.12194447219371796,0.9835054874420166,0.9835024476051331,0.9833836555480957,0.9834204912185669,2.983682155609131,2.983670473098755,2.9501757621765137,2.98358416557312,1.997144103050232,1.9967057704925537,1.9667714834213257,1.996598243713379,4.056277751922607,4.054250240325928,3.944714069366455,4.054140090942383
17,3.8968441486358643,0.12796750664710999,3.6520895957946777,0.11678704619407654,0.9826010465621948,0.9825968742370605,0.9824411869049072,0.9824982285499573,2.982804775238037,2.982790231704712,2.947361707687378,2.982686996459961,1.9972031116485596,1.99674391746521,1.9648888111114502,1.996614694595337,4.06033992767334,4.058237075805664,3.9408020973205566,4.058106422424316
18,3.7173268795013428,0.13597165048122406,3.4671897888183594,0.11416561901569366,0.9817113876342773,0.9817055463790894,0.9815016984939575,0.9815880060195923,2.981945037841797,2.9819273948669434,2.9445621967315674,2.981804847717285,1.9973005056381226,1.996826171875,1.963012933731079,1.9966734647750854,4.064501762390137,4.062337875366211,3.936802625656128,4.062187671661377
19,3.5692272186279297,0.1481090933084488,3.305018186569214,0.11609987169504166,0.9808377623558044,0.9808292984962463,0.9805637001991272,0.9806907773017883,2.981104612350464,2.9810824394226074,2.94177508354187,2.9809391498565674,1.9974420070648193,1.996960163116455,1.9611413478851318,1.9967823028564453,4.0687737464904785,4.066571235656738,3.932703971862793,4.066402435302734
20,3.4284627437591553,0.16394029557704926,3.1501641273498535,0.11435849964618683,0.9799818396568298,0.9799690842628479,0.9796259999275208,0.9798074960708618,2.980285882949829,2.980257511138916,2.938997983932495,2.980090618133545,1.9976308345794678,1.9971485137939453,1.9592719078063965,1.9969435930252075,4.073161602020264,4.070939064025879,3.9285008907318115,4.070754528045654
21,3.2950267791748047,0.18385891616344452,3.000210762023926,0.11095713078975677,0.9791451096534729,0.9791256189346313,0.9786869883537292,0.9789391756057739,2.979490041732788,2.97945237159729,2.9362287521362305,2.9792604446411133,1.997868299484253,1.9973905086517334,1.9574017524719238,1.9971574544906616,4.077665328979492,4.075438022613525,3.9241933822631836,4.075239181518555
22,3.18845272064209,0.20725056529045105,2.8699259757995605,0.11127614974975586,0.9783295392990112,0.9782993793487549,0.9777451753616333,0.9780868291854858,2.97871994972229,2.978668212890625,2.9334652423858643,2.978450298309326,1.9981558322906494,1.9976855516433716,1.9555282592773438,1.997423768043518,4.0822834968566895,4.08005952835083,3.9197824001312256,4.079850196838379
23,3.072528600692749,0.23352529108524323,2.7252957820892334,0.11370749026536942,0.9775373339653015,0.9774908423423767,0.9767991304397583,0.977251410484314,2.977977991104126,2.9779052734375,2.9307057857513428,2.9776601791381836,1.998495101928711,1.9980318546295166,1.9536490440368652,1.997741460800171,4.087011337280273,4.0847954750061035,3.915271759033203,4.0845770835876465
24,2.9696009159088135,0.26154235005378723,2.5914344787597656,0.11662401258945465,0.9767705798149109,0.976699948310852,0.9758477807044983,0.9764339327812195,2.977266550064087,2.9771640300750732,2.927950143814087,2.9768919944763184,1.9988880157470703,1.9984276294708252,1.951762318611145,1.9981091022491455,4.091845989227295,4.089633941650391,3.9106645584106445,4.089406490325928
25,2.8527021408081055,0.29091235995292664,2.4541330337524414,0.1076568216085434,0.9760317802429199,0.9759266376495361,0.974890410900116,0.9756351113319397,2.976588726043701,2.9764440059661865,2.925198793411255,2.9761462211608887,1.9993371963500977,1.9988700151443481,1.9498672485351562,1.9985241889953613,4.096782684326172,4.094561576843262,3.905968189239502,4.0943217277526855
26,2.7494406700134277,0.32234030961990356,2.31219220161438,0.11490821838378906,0.975323498249054,0.9751701354980469,0.9739269018173218,0.9748556613922119,2.9759469032287598,2.9757442474365234,2.9224536418914795,2.9754233360290527,1.9998447895050049,1.9993542432785034,1.9479637145996094,1.9989821910858154,4.101812839508057,4.099565029144287,3.9011945724487305,4.099303245544434
27,2.6314027309417725,0.35511264204978943,2.1701791286468506,0.10611099749803543,0.974648118019104,0.9744299054145813,0.9729574918746948,0.9740963578224182,2.9753432273864746,2.975065231323242,2.919717788696289,2.974724292755127,2.000412940979004,1.9998760223388672,1.9460527896881104,1.9994778633117676,4.1069254875183105,4.10462760925293,3.8963611125946045,4.104326248168945
28,2.516848087310791,0.3899952471256256,2.0268051624298096,0.10004762560129166,0.9740079045295715,0.9737048149108887,0.9719831943511963,0.9733574986457825,2.974780559539795,2.9744045734405518,2.9169960021972656,2.9740493297576904,2.0010437965393066,2.0004286766052246,1.9441369771957397,2.0000038146972656,4.112106800079346,4.1097331047058105,3.8914918899536133,4.109364986419678
29,2.4208030700683594,0.42702943086624146,1.8914788961410522,0.10229457914829254,0.9734048247337341,0.9729936718940735,0.9710054397583008,0.972639799118042,2.974260091781616,2.9737625122070312,2.9142932891845703,2.9733991622924805,2.0017383098602295,2.001006603240967,1.9422192573547363,2.0005526542663574,4.117337226867676,4.114864826202393,3.8866183757781982,4.114391803741455
30,2.3289332389831543,0.4654240906238556,1.767128348350525,0.09638076275587082,0.9728403687477112,0.9722951650619507,0.9700261354446411,0.9719434976577759,2.973782777786255,2.973137140274048,2.9116156101226807,2.9727742671966553,2.0024969577789307,2.0016026496887207,1.9403035640716553,2.0011162757873535,4.122591972351074,4.120006084442139,3.8817787170410156,4.119377613067627
31,2.247976303100586,0.5060560703277588,1.6438499689102173,0.0980701595544815,0.9723154306411743,0.97160804271698,0.9690471887588501,0.9712687730789185,2.973348379135132,2.972527265548706,2.9089694023132324,2.9721741676330566,2.003319025039673,2.0022101402282715,1.93839430809021,2.0016860961914062,4.127841949462891,4.125141620635986,3.877016544342041,4.124295234680176
32,2.183933973312378,0.549796462059021,1.5368680953979492,0.09726922959089279,0.9718304872512817,0.9709308743476868,0.9680711627006531,0.9706159830093384,2.9729561805725098,2.9719319343566895,2.9063611030578613,2.9715986251831055,2.0042033195495605,2.0028231143951416,1.9364964962005615,2.0022549629211426,4.133049488067627,4.130258083343506,3.8723795413970947,4.129119873046875
33,2.141512155532837,0.5957710146903992,1.4408559799194336,0.10488506406545639,0.9713853597640991,0.9702624082565308,0.967100203037262,0.9699851274490356,2.9726040363311768,2.9713492393493652,2.9037959575653076,2.971047878265381,2.0051472187042236,2.0034356117248535,1.934614658355713,2.0028164386749268,4.138172149658203,4.135342597961426,3.867915153503418,4.133830547332764
34,2.1233997344970703,0.6408958435058594,1.365128755569458,0.11737515777349472,0.9709787964820862,0.9696013331413269,0.966136634349823,0.9693762063980103,2.9722890853881836,2.970778465270996,2.9012792110443115,2.9705209732055664,2.0061464309692383,2.0040433406829834,1.932753324508667,2.0033650398254395,4.14316463470459,4.140384197235107,3.863665819168091,4.138409614562988
35,2.1289851665496826,0.6814450621604919,1.310333251953125,0.13720674812793732,0.9706093072891235,0.9689463376998901,0.9651821851730347,0.9687885642051697,2.9720072746276855,2.97021746635437,2.8988144397735596,2.9700169563293457,2.0071964263916016,2.0046401023864746,1.9309160709381104,2.0038962364196777,4.147983551025391,4.145371913909912,3.8596644401550293,4.142844200134277
36,2.0977485179901123,0.7161256670951843,1.2463518381118774,0.13527102768421173,0.9702748656272888,0.9682965874671936,0.9642382264137268,0.9682213664054871,2.971754312515259,2.969665288925171,2.8964030742645264,2.969534158706665,2.008291244506836,2.0052218437194824,1.9291050434112549,2.004406213760376,4.152594566345215,4.150293827056885,3.855931043624878,4.147125244140625
37,2.084500551223755,0.7395535111427307,1.2151286602020264,0.1298183798789978,0.9699731469154358,0.9676511883735657,0.9633051753044128,0.9676735401153564,2.971526861190796,2.969120740890503,2.894045114517212,2.96907114982605,2.009425640106201,2.005783796310425,1.927321195602417,2.004892349243164,4.156976699829102,4.155138969421387,3.8524725437164307,4.151249885559082
38,2.095473527908325,0.7534114718437195,1.1910715103149414,0.15099042654037476,0.9697014689445496,0.9670091867446899,0.9623830318450928,0.9671431183815002,2.9713220596313477,2.9685823917388916,2.891737937927246,2.968626022338867,2.010594129562378,2.006321907043457,1.9255638122558594,2.005352735519409,4.1611247062683105,4.159897327423096,3.84928297996521,4.155218601226807
39,2.058565616607666,0.7553867101669312,1.1807116270065308,0.12246733158826828,0.9694574475288391,0.9663705229759216,0.9614713788032532,0.9666285514831543,2.971137762069702,2.968050003051758,2.8894782066345215,2.968196392059326,2.011791944503784,2.006833791732788,1.9238317012786865,2.0057859420776367,4.165045261383057,4.164560317993164,3.8463480472564697,4.159033298492432
40,2.0434906482696533,0.7516933679580688,1.169691801071167,0.1221054419875145,0.9692386984825134,0.9657343029975891,0.9605690240859985,0.966127872467041,2.9709739685058594,2.9675216674804688,2.887261390686035,2.967780590057373,2.0130155086517334,2.007317543029785,1.9221221208572388,2.006192445755005,4.168761730194092,4.169126510620117,3.843644618988037,4.162702560424805
41,2.026387929916382,0.7407011985778809,1.177571177482605,0.10811564326286316,0.9690428376197815,0.9651004672050476,0.9596748352050781,0.9656391143798828,2.9708304405212402,2.9669976234436035,2.8850817680358887,2.967376708984375,2.014261484146118,2.0077736377716064,1.9204320907592773,2.006572723388672,4.172305107116699,4.173595428466797,3.8411455154418945,4.166237831115723
42,2.018164873123169,0.7248979210853577,1.173256278038025,0.12001068145036697,0.9688674807548523,0.9644684791564941,0.9587876796722412,0.9651605486869812,2.970708131790161,2.966477394104004,2.882934093475342,2.96698260307312,2.0155272483825684,2.0082039833068848,1.9187586307525635,2.0069289207458496,4.175716400146484,4.177974700927734,3.8388192653656006,4.169651985168457
43,2.013568162918091,0.7062013745307922,1.193438172340393,0.11392863839864731,0.9687103629112244,0.9638381600379944,0.9579060673713684,0.9646902084350586,2.970607280731201,2.96596097946167,2.880812644958496,2.966596841812134,2.0168099403381348,2.0086112022399902,1.9170982837677002,2.00726318359375,4.179035663604736,4.182271480560303,3.8366332054138184,4.172961711883545
44,1.9786981344223022,0.6913474202156067,1.1921911239624023,0.09515967965126038,0.9685694575309753,0.9632094502449036,0.9570291042327881,0.9642269015312195,2.9705288410186768,2.965447425842285,2.878713607788086,2.9662184715270996,2.0181076526641846,2.008997917175293,1.9154489040374756,2.0075786113739014,4.1822967529296875,4.186497211456299,3.834559679031372,4.176180839538574
45,1.9564168453216553,0.6871962547302246,1.1823176145553589,0.0869029238820076,0.9684433341026306,0.9625821709632874,0.9561563730239868,0.963769793510437,2.9704720973968506,2.964938163757324,2.876633644104004,2.9658470153808594,2.019418239593506,2.009369134902954,1.913809061050415,2.007878303527832,4.185518264770508,4.190665245056152,3.83258318901062,4.179324150085449
46,1.9344125986099243,0.6853616237640381,1.1654325723648071,0.08361837267875671,0.968330442905426,0.9619565010070801,0.9552878737449646,0.963318407535553,2.970435619354248,2.964432954788208,2.8745715618133545,2.965482473373413,2.020739793777466,2.0097298622131348,1.9121785163879395,2.008166790008545,4.188711166381836,4.194793224334717,3.8306925296783447,4.182406425476074
47,1.9140961170196533,0.6804287433624268,1.1586182117462158,0.07504913955926895,0.9682294130325317,0.9613323211669922,0.9544233083724976,0.9628722667694092,2.970419406890869,2.963932514190674,2.872525453567505,2.9651241302490234,2.0220706462860107,2.010084867477417,1.9105563163757324,2.0084471702575684,4.191892623901367,4.1988935470581055,3.8288733959198,4.185441017150879
48,1.8962820768356323,0.6816356778144836,1.1419119834899902,0.0727345198392868,0.9681389927864075,0.9607096910476685,0.9535624980926514,0.9624309539794922,2.9704220294952393,2.963437080383301,2.8704941272735596,2.9647727012634277,2.023409605026245,2.010438919067383,1.9089419841766357,2.008723020553589,4.195070743560791,4.202980995178223,3.827118158340454,4.188439846038818
49,1.8775184154510498,0.6917774081230164,1.1149277687072754,0.0708131492137909,0.9680583477020264,0.9600884914398193,0.952705979347229,0.9619948267936707,2.9704418182373047,2.962946653366089,2.8684780597686768,2.964427947998047,2.0247552394866943,2.010796546936035,1.9073364734649658,2.008997917175293,4.198237895965576,4.207070350646973,3.8254306316375732,4.19141149520874
50,1.8604090213775635,0.6889501214027405,1.1043543815612793,0.06710463762283325,0.9679864645004272,0.9594687819480896,0.9518535137176514,0.9615632891654968,2.97047758102417,2.9624624252319336,2.866475820541382,2.96409010887146,2.026106357574463,2.0111615657806396,1.9057390689849854,2.0092742443084717,4.2014055252075195,4.211170196533203,3.8238000869750977,4.194366455078125
51,1.8454078435897827,0.6705777645111084,1.1108074188232422,0.06402271240949631,0.9679216742515564,0.9588504433631897,0.951003909111023,0.96113520860672,2.9705312252044678,2.9619836807250977,2.864482879638672,2.9637582302093506,2.027461528778076,2.0115342140197754,1.9041469097137451,2.009554147720337,4.204607009887695,4.215282917022705,3.822199583053589,4.197315216064453
52,1.833579421043396,0.6601333618164062,1.1126247644424438,0.06082124263048172,0.9678627848625183,0.9582334160804749,0.9501566290855408,0.9607098698616028,2.9706015586853027,2.96151065826416,2.862496852874756,2.9634318351745605,2.0288190841674805,2.011915683746338,1.9025588035583496,2.009838819503784,4.207859992980957,4.219411849975586,3.820612907409668,4.200265884399414
53,1.8188470602035522,0.6691944003105164,1.0916261672973633,0.058026399463415146,0.9678096175193787,0.9576177000999451,0.949312150478363,0.9602873921394348,2.9706871509552,2.9610435962677,2.8605194091796875,2.96311092376709,2.0301785469055176,2.0123085975646973,1.9009758234024048,2.010129690170288,4.211150646209717,4.2235636711120605,3.8190481662750244,4.203221321105957
54,1.807055115699768,0.6791946291923523,1.0717146396636963,0.05614583194255829,0.9677616953849792,0.9570032358169556,0.9484710693359375,0.9598682522773743,2.9707860946655273,2.9605824947357178,2.858551025390625,2.962796211242676,2.0315399169921875,2.012714385986328,1.8993990421295166,2.0104284286499023,4.214466571807861,4.227742671966553,3.8175151348114014,4.20618200302124
55,1.7937918901443481,0.6768990159034729,1.0635619163513184,0.053331054747104645,0.9677186012268066,0.9563900232315063,0.9476330876350403,0.9594521522521973,2.970898151397705,2.960127115249634,2.85659122467041,2.96248722076416,2.032902240753174,2.013132333755493,1.8978278636932373,2.0107345581054688,4.21781063079834,4.23194694519043,3.8160085678100586,4.209150314331055
56,1.7813725471496582,0.6694568991661072,1.0610862970352173,0.05082936957478523,0.967679500579834,0.9557778835296631,0.9467979073524475,0.9590381979942322,2.971022605895996,2.9596774578094482,2.8546385765075684,2.9621832370758057,2.034264087677002,2.0135610103607178,1.89626145362854,2.011047840118408,4.221193790435791,4.236172199249268,3.814518690109253,4.212128639221191
57,1.7693982124328613,0.6650571823120117,1.0554618835449219,0.04887918382883072,0.9676437973976135,0.9551666975021362,0.9459653496742249,0.9586262106895447,2.9711594581604004,2.959233045578003,2.852691411972046,2.961884021759033,2.035625457763672,2.0139989852905273,1.8946993350982666,2.0113680362701416,4.224618911743164,4.240414619445801,3.8130404949188232,4.215116024017334
58,1.7577292919158936,0.6643519401550293,1.0464075803756714,0.04696974158287048,0.9676110148429871,0.9545565247535706,0.9451353549957275,0.9582159519195557,2.9713075160980225,2.9587936401367188,2.85075044631958,2.9615895748138428,2.036985158920288,2.014444589614868,1.893141508102417,2.0116941928863525,4.228082180023193,4.2446699142456055,3.8115737438201904,4.218111515045166
59,1.7463396787643433,0.6630474925041199,1.038478970527649,0.044813308864831924,0.9675808548927307,0.9539468884468079,0.9443079829216003,0.9578068852424622,2.971465826034546,2.9583587646484375,2.8488149642944336,2.9612984657287598,2.0383427143096924,2.01489520072937,1.8915882110595703,2.012024402618408,4.2315826416015625,4.248931407928467,3.8101189136505127,4.2211127281188965
60,1.7353910207748413,0.6614236235618591,1.0311436653137207,0.04282369092106819,0.9675530195236206,0.9533380270004272,0.9434832334518433,0.9573991298675537,2.9716339111328125,2.957927703857422,2.8468852043151855,2.9610109329223633,2.0396976470947266,2.0153493881225586,1.8900392055511475,2.0123584270477295,4.235118389129639,4.253195762634277,3.808675527572632,4.224117279052734
61,1.724511742591858,0.658607542514801,1.0250166654586792,0.040887460112571716,0.9675269722938538,0.9527297019958496,0.9426609873771667,0.9569921493530273,2.971811294555664,2.9575014114379883,2.8449599742889404,2.9607269763946533,2.0410494804382324,2.0158064365386963,1.8884941339492798,2.0126953125,4.238689422607422,4.257458209991455,3.8072407245635986,4.227123737335205
62,1.713727593421936,0.6537556648254395,1.0209773778915405,0.03899451345205307,0.9675024151802063,0.952121913433075,0.9418411254882812,0.956585705280304,2.9719974994659424,2.957078456878662,2.8430392742156982,2.9604456424713135,2.0423974990844727,2.0162644386291504,1.8869528770446777,2.0130343437194824,4.242297649383545,4.261715412139893,3.8058106899261475,4.230133056640625
63,1.7033348083496094,0.6514262557029724,1.014664888381958,0.03724355250597,0.9674789309501648,0.9515144228935242,0.9410236477851868,0.9561796188354492,2.97219181060791,2.9566588401794434,2.84112286567688,2.9601666927337646,2.043741226196289,2.0167222023010254,1.8854155540466309,2.0133748054504395,4.24594259262085,4.265964508056641,3.804384708404541,4.233142375946045
64,1.6929137706756592,0.652617871761322,1.0047235488891602,0.03557233139872551,0.9674564599990845,0.9509074091911316,0.9402087330818176,0.9557738900184631,2.972393751144409,2.9562430381774902,2.8392107486724854,2.959890365600586,2.0450809001922607,2.017179489135742,1.8838821649551392,2.013716459274292,4.249618053436279,4.270204067230225,3.8029658794403076,4.236152172088623
65,1.6826221942901611,0.6509810090065002,0.9975765943527222,0.03406452760100365,0.9674347639083862,0.9503008723258972,0.939396321773529,0.9553684592247009,2.9726030826568604,2.9558300971984863,2.8373031616210938,2.959616184234619,2.0464162826538086,2.0176360607147217,1.8823528289794922,2.014059066772461,4.253324508666992,4.2744340896606445,3.801553964614868,4.239161968231201
66,1.6727584600448608,0.6464245915412903,0.9936584830284119,0.03267541900277138,0.9674136638641357,0.9496946930885315,0.9385862946510315,0.9549630284309387,2.9728193283081055,2.955420732498169,2.8353993892669678,2.9593441486358643,2.0477466583251953,2.0180912017822266,1.8808274269104004,2.014402389526367,4.257064342498779,4.278651237487793,3.8001444339752197,4.242170810699463
67,1.6628872156143188,0.6447511315345764,0.9869109392166138,0.031225107610225677,0.9673928022384644,0.9490889310836792,0.9377785921096802,0.9545575976371765,2.9730422496795654,2.95501446723938,2.8334994316101074,2.959074020385742,2.049072265625,2.018544912338257,1.8793056011199951,2.0147461891174316,4.260835647583008,4.282856464385986,3.798737049102783,4.245179176330566
68,1.653238296508789,0.6454172134399414,0.9781295657157898,0.02969140186905861,0.9673721194267273,0.9484835267066956,0.936973512172699,0.9541522860527039,2.973271131515503,2.9546115398406982,2.831603527069092,2.958806276321411,2.0503926277160645,2.0189971923828125,1.8777878284454346,2.0150909423828125,4.264636516571045,4.287049770355225,3.7973344326019287,4.248187065124512
69,1.643820881843567,0.6418841481208801,0.9736613035202026,0.028275365009903908,0.9673514366149902,0.9478785395622253,0.936170756816864,0.9537467956542969,2.973506212234497,2.954211473464966,2.829711437225342,2.958540201187134,2.051708221435547,2.0194478034973145,1.8762738704681396,2.0154361724853516,4.268467903137207,4.291230201721191,3.795933246612549,4.251195430755615
70,1.6345080137252808,0.636959433555603,0.9704993367195129,0.027049163356423378,0.9673303365707397,0.9472740292549133,0.9353703260421753,0.9533411264419556,2.9737467765808105,2.9538145065307617,2.827822208404541,2.9582762718200684,2.0530178546905518,2.0198967456817627,1.8747634887695312,2.015782356262207,4.272333145141602,4.295398235321045,3.7945291996002197,4.254204750061035
71,1.6251848936080933,0.6366596221923828,0.9625919461250305,0.02593337930738926,0.967308759689331,0.94666987657547,0.934572160243988,0.9529350996017456,2.9739933013916016,2.953420877456665,2.8259365558624268,2.9580137729644775,2.0543222427368164,2.0203440189361572,1.8732566833496094,2.0161290168762207,4.2762298583984375,4.299552917480469,3.793124198913574,4.25721549987793
72,1.6161012649536133,0.6365543007850647,0.9547244906425476,0.024822458624839783,0.9672865867614746,0.94606614112854,0.9337764978408813,0.9525289535522461,2.9742445945739746,2.9530298709869385,2.824054479598999,2.9577531814575195,2.0556209087371826,2.020789623260498,1.8717536926269531,2.016476631164551,4.280155658721924,4.303695201873779,3.791719436645508,4.260226249694824
73,1.6071228981018066,0.6323619484901428,0.9510320425033569,0.02372886799275875,0.9672637581825256,0.9454628825187683,0.9329831004142761,0.9521224498748779,2.974501132965088,2.9526422023773193,2.8221755027770996,2.9574942588806152,2.0569138526916504,2.021233320236206,1.8702542781829834,2.016824722290039,4.284111499786377,4.307823657989502,3.790311574935913,4.263237953186035
74,1.5983316898345947,0.6289724111557007,0.9466781616210938,0.02268112078309059,0.9672399163246155,0.94486004114151,0.9321920275688171,0.9517155885696411,2.974761962890625,2.9522573947906494,2.8202996253967285,2.9572372436523438,2.0582008361816406,2.021674633026123,1.8687584400177002,2.0171732902526855,4.2880988121032715,4.31193733215332,3.7888996601104736,4.266250133514404
75,1.5897388458251953,0.6272101402282715,0.9408543109893799,0.021674370393157005,0.9672151207923889,0.9442576169967651,0.9314032196998596,0.9513081908226013,2.9750277996063232,2.9518754482269287,2.8184266090393066,2.9569811820983887,2.0594820976257324,2.022113561630249,1.867266058921814,2.017521858215332,4.292116165161133,4.316036224365234,3.787482261657715,4.269262313842773
76,1.5812839269638062,0.6244227886199951,0.9361090064048767,0.020752020180225372,0.9671890735626221,0.9436556696891785,0.930616557598114,0.9509003162384033,2.975297689437866,2.951496124267578,2.816556215286255,2.9567267894744873,2.0607569217681885,2.022549629211426,1.8657770156860352,2.0178704261779785,4.296163558959961,4.320118427276611,3.786059856414795,4.272274971008301
77,1.5728121995925903,0.6220163702964783,0.9308630228042603,0.0199328251183033,0.9671617746353149,0.9430541396141052,0.9298322200775146,0.9504919052124023,2.975571632385254,2.9511194229125977,2.8146891593933105,2.9564738273620605,2.062025785446167,2.0229828357696533,1.8642916679382324,2.018219470977783,4.300239086151123,4.324185371398926,3.7846314907073975,4.275288105010986
78,1.5645058155059814,0.620151937007904,0.9251881837844849,0.019165780395269394,0.9671330451965332,0.9424530267715454,0.929050087928772,0.9500830769538879,2.975849151611328,2.9507458209991455,2.8128247261047363,2.9562222957611084,2.0632882118225098,2.023413896560669,1.862809658050537,2.018568515777588,4.304343223571777,4.328237533569336,3.783196449279785,4.27830171585083
