epoch,loss_total,loss_data,loss_physics,loss_ic,L_0_0,L_1_0,L_0_1,L_1_1,U_0_0,U_1_0,U_0_1,U_1_1,T_0_0,T_1_0,T_0_1,T_1_1,d_0_0,d_1_0,d_0_1,d_1_1
0,263.7460632324219,78.70950317382812,6.7734880447387695,178.26307678222656,0.9990004301071167,0.9990004301071167,0.9990004301071167,0.9990004301071167,2.999268054962158,2.9990005493164062,2.9970011711120605,2.9990005493164062,1.9996105432510376,1.9990004301071167,1.9980008602142334,1.9990004301071167,4.003786563873291,4.0,3.9961421489715576,4.0
1,258.8985595703125,77.06290435791016,6.200324058532715,175.6353302001953,0.9980025291442871,0.9980025291442871,0.9980040192604065,0.9980040192604065,2.9982919692993164,2.9980034828186035,2.9940121173858643,2.998004674911499,1.9993573427200317,1.998746633529663,1.996008038520813,1.9987483024597168,4.006812572479248,4.0029778480529785,3.99312162399292,4.0029778480529785
2,256.97088623046875,76.38585662841797,6.141611576080322,174.4434356689453,0.9970067739486694,0.9970067739486694,0.997009813785553,0.997009813785553,2.9972991943359375,2.99700927734375,2.9910295009613037,2.99701189994812,1.9990239143371582,1.9984922409057617,1.994019627571106,1.99849534034729,4.009485721588135,4.005998611450195,3.990461826324463,4.005997657775879
3,254.97244262695312,75.43106079101562,6.028127193450928,173.5132598876953,0.9960137009620667,0.9960137605667114,0.9960189461708069,0.9960190057754517,2.996309280395508,2.996018648147583,2.9880568981170654,2.996023416519165,1.9987354278564453,1.9981718063354492,1.9920378923416138,1.9981776475906372,4.012348175048828,4.008768558502197,3.987609624862671,4.008769989013672
4,260.55804443359375,77.47720336914062,7.884763717651367,175.1960906982422,0.9950212836265564,0.995021402835846,0.9950268268585205,0.9950269460678101,2.9953219890594482,2.9950294494628906,2.9850804805755615,2.995034694671631,1.9985485076904297,1.99784517288208,1.990053653717041,1.9978536367416382,4.0155839920043945,4.011478900909424,3.9843854904174805,4.0114898681640625
5,254.21836853027344,75.01461791992188,6.712780952453613,172.490966796875,0.9940329790115356,0.9940330982208252,0.9940381050109863,0.994038462638855,2.994338035583496,2.9940457344055176,2.982114315032959,2.9940505027770996,1.9982115030288696,1.9976143836975098,1.9880762100219727,1.9976215362548828,4.018277168273926,4.014565944671631,3.981729030609131,4.0145745277404785
6,259.0673828125,76.80854034423828,7.393599033355713,174.86524963378906,0.9930458068847656,0.9930459856987,0.9930492639541626,0.993049681186676,2.993356943130493,2.9930641651153564,2.9791479110717773,2.993067502975464,1.9979335069656372,1.997349739074707,1.9860985279083252,1.9973561763763428,4.021193504333496,4.017502307891846,3.9788355827331543,4.017515659332275
7,248.93017578125,73.25498962402344,5.6235032081604,170.0516815185547,0.9920653700828552,0.9920656681060791,0.9920663237571716,0.9920673966407776,2.992382526397705,2.9920897483825684,2.9761993885040283,2.9920904636383057,1.9975883960723877,1.9970582723617554,1.9841327667236328,1.9970591068267822,4.023834705352783,4.020360946655273,3.9762353897094727,4.020359992980957
8,246.3775634765625,72.16539764404297,5.488988399505615,168.72317504882812,0.9910921454429626,0.9910930395126343,0.9910898208618164,0.9910925626754761,2.9914166927337646,2.991123914718628,2.9732704162597656,2.9911229610443115,1.9973125457763672,1.9967894554138184,1.982179880142212,1.9967870712280273,4.026716232299805,4.023300647735596,3.973395586013794,4.023293972015381
9,243.9502716064453,71.17548370361328,5.460444927215576,167.31434631347656,0.990127682685852,0.9901295304298401,0.9901195764541626,0.990125834941864,2.9904611110687256,2.9901692867279053,2.97036075592041,2.9901649951934814,1.9970756769180298,1.9965786933898926,1.9802393913269043,1.996570348739624,4.029743194580078,4.026437282562256,3.9704253673553467,4.026418685913086
10,240.67620849609375,70.0728988647461,5.3943772315979,165.2089385986328,0.9891729354858398,0.989176869392395,0.9891550540924072,0.9891683459281921,2.9895169734954834,2.989227771759033,2.9674696922302246,2.9892184734344482,1.9968780279159546,1.996412754058838,1.9783108234405518,1.9963958263397217,4.032908916473389,4.029728889465332,3.967329978942871,4.0296950340271
11,238.26226806640625,69.06072235107422,5.339860439300537,163.8616943359375,0.9882292151451111,0.9882363080978394,0.9881954789161682,0.9882213473320007,2.988585948944092,2.988300323486328,2.964595317840576,2.9882845878601074,1.9967291355133057,1.9962927103042603,1.976392388343811,1.9962654113769531,4.036232948303223,4.033170700073242,3.9640867710113525,4.033121585845947
12,235.66600036621094,68.04889678955078,5.139135360717773,162.47796630859375,0.9872973561286926,0.9873097538948059,0.9872397780418396,0.9872863292694092,2.987668514251709,2.98738956451416,2.961735963821411,2.987365245819092,1.9966280460357666,1.9962186813354492,1.9744822978973389,1.9961793422698975,4.0397114753723145,4.03675651550293,3.960702657699585,4.036690711975098
