source,target,L,U,T
0,0,0.24505884891538227,0.9465271744085846,0.6666666666666666
1,0,0.030764219039664645,0.367124457560936,0.3333333333333333
0,1,0.3232213685990094,0.5546279948811831,0.3333333333333333
1,1,0.6157168418710579,2.2499425109125513,0.6666666666666666
